20, 20, 3.14, 0.0
19.75, 20, 3.14, 1.0
19.5, 20, 3.14, 2.0
19.25, 20, 3.14, 3.0
19, 20, 3.14, 4.0
18.75, 20, 3.14, 5.0
18.5, 20, 3.14, 6.0
18.25, 20, 3.14, 7.0
18, 20, 3.14, 8.0
17.75, 20, 3.14, 9.0
17.5, 20, 3.14, 10.0
17.25, 20, 3.14, 11.0
17, 20, 3.14, 12.0
16.75, 20, 3.14, 13.0
16.5, 20, 3.14, 14.0
16.25, 20, 3.14, 15.0
16, 20, 3.14, 16.0
15.75, 20, 3.14, 17.0
15.5, 20, 3.14, 18.0
15.25, 20, 3.14, 19.0
15, 20, 3.14, 20.0
14.75, 20, 3.14, 21.0
14.5, 20, 3.14, 22.0
14.25, 20, 3.14, 23.0
14, 20, 3.14, 24.0
13.75, 20, 3.14, 25.0
13.5, 20, 3.14, 26.0
13.25, 20, 3.14, 27.0
13, 20, 3.14, 28.0
12.75, 20, 3.14, 29.0
12.5, 20, 3.14, 30.0
12.25, 20, 3.14, 31.0
12, 20, 3.14, 32.0
11.75, 20, 3.14, 33.0
11.5, 20, 3.14, 34.0
11.25, 20, 3.14, 35.0
11, 20, 3.14, 36.0
10.75, 20, 3.14, 37.0
10.5, 20, 3.14, 38.0
10.25, 20, 3.14, 39.0
10, 20, 1.56, 40.0
10, 20.25, 1.56, 41.0
10, 20.5, 1.56, 42.0
10, 20.75, 1.56, 43.0
10, 21, 1.56, 44.0
10, 21.25, 1.56, 45.0
10, 21.5, 1.56, 46.0
10, 21.75, 1.56, 47.0
10, 22, 1.56, 48.0
10, 22.25, 1.56, 49.0
10, 22.5, 1.56, 50.0
10, 22.75, 1.56, 51.0
10, 23, 1.56, 52.0
10, 23.25, 1.56, 53.0
10, 23.5, 1.56, 54.0
10, 23.75, 1.56, 55.0
10, 24, 1.56, 56.0
10, 24.25, 1.56, 57.0
10, 24.5, 1.56, 58.0
10, 24.75, 1.56, 59.0
10, 25, 1.56, 60.0
10, 25.25, 1.56, 61.0
10, 25.5, 1.56, 62.0
10, 25.75, 1.56, 63.0
10, 26, 1.56, 64.0
10, 26.25, 1.56, 65.0
10, 26.5, 1.56, 66.0
10, 26.75, 1.56, 67.0
10, 27, 1.56, 68.0
10, 27.25, 1.56, 69.0
10, 27.5, 1.56, 70.0
10, 27.75, 1.56, 71.0
10, 28, 1.56, 72.0
10, 28.25, 1.56, 73.0
10, 28.5, 1.56, 74.0
10, 28.75, 1.56, 75.0
10, 29, 1.56, 76.0
10, 29.25, 1.56, 77.0
10, 29.5, 1.56, 78.0
10, 29.75, 1.56, 79.0
10, 30, 1.56, 80.0
10.25, 30, 0, 81.0
10.5, 30, 0, 82.0
10.75, 30, 0, 83.0
11, 30, 0, 84.0
11.25, 30, 0, 85.0
11.5, 30, 0, 86.0
11.75, 30, 0, 87.0
12, 30, 0, 88.0
12.25, 30, 0, 89.0
12.5, 30, 0, 90.0
12.75, 30, 0, 91.0
13, 30, 0, 92.0
13.25, 30, 0, 93.0
13.5, 30, 0, 94.0
13.75, 30, 0, 95.0
14, 30, 0, 96.0
14.25, 30, 0, 97.0
14.5, 30, 0, 98.0
14.75, 30, 0, 99.0
15, 30, 0, 100.0
15.25, 30, 0, 101.0
15.5, 30, 0, 102.0
15.75, 30, 0, 103.0
16, 30, 0, 104.0
16.25, 30, 0, 105.0
16.5, 30, 0, 106.0
16.75, 30, 0, 107.0
17, 30, 0, 108.0
17.25, 30, 0, 109.0
17.5, 30, 0, 110.0
17.75, 30, 0, 111.0
18, 30, 0, 112.0
18.25, 30, 0, 113.0
18.5, 30, 0, 114.0
18.75, 30, 0, 115.0
19, 30, 0, 116.0
19.25, 30, 0, 117.0
19.5, 30, 0, 118.0
19.75, 30, 0, 119.0
20, 30, 0, 120.0
20.25, 30, 0, 121.0
20.5, 30, 0, 122.0
20.75, 30, 0, 123.0
21, 30, 0, 124.0
21.25, 30, 0, 125.0
21.5, 30, 0, 126.0
21.75, 30, 0, 127.0
22, 30, 0, 128.0
22.25, 30, 0, 129.0
22.5, 30, 0, 130.0
22.75, 30, 0, 131.0
23, 30, 0, 132.0
23.25, 30, 0, 133.0
23.5, 30, 0, 134.0
23.75, 30, 0, 135.0
24, 30, 0, 136.0
24.25, 30, 0, 137.0
24.5, 30, 0, 138.0
24.75, 30, 0, 139.0
25, 30, 0, 140.0
25.25, 30, 0, 141.0
25.5, 30, 0, 142.0
25.75, 30, 0, 143.0
26, 30, 0, 144.0
26.25, 30, 0, 145.0
26.5, 30, 0, 146.0
26.75, 30, 0, 147.0
27, 30, 0, 148.0
27.25, 30, 0, 149.0
27.5, 30, 0, 150.0
27.75, 30, 0, 151.0
28, 30, 0, 152.0
28.25, 30, 0, 153.0
28.5, 30, 0, 154.0
28.75, 30, 0, 155.0
29, 30, 0, 156.0
29.25, 30, 0, 157.0
29.5, 30, 0, 158.0
29.75, 30, 0, 159.0
30, 30, 0, 160.0
30, 30, 0, 161.0
30, 30, 0, 162.0
30, 30, 0, 163.0
30, 30, 0, 164.0
30, 30, 0, 165.0
30, 30, 0, 166.0
30, 30, 0, 167.0
30, 30, 0, 168.0
30, 30, 0, 169.0
30, 30, 0, 170.0
30, 30, 0, 171.0
30, 30, 0, 172.0
30, 30, 0, 173.0
30, 30, 0, 174.0
30, 30, 0, 175.0
30, 30, 0, 176.0
30, 30, 0, 177.0
30, 30, 0, 178.0
30, 30, 0, 179.0
30, 30, 0, 180.0
